종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"065500","오리엔트정공","KOSDAQ","중견기업부","1100","-163","-12.91","1281","1356","1032","673506","807056204","34917203200","31742912"
"271560","오리온","KOSPI",,"97100","-900","-0.92","98200","98200","93000","113569","10961546900","3838958417200","39536132"
"001800","오리온홀딩스","KOSPI",,"16020","-170","-1.05","16190","16230","16020","48995","788844120","1003579660440","62645422"
"010470","오리콤","KOSDAQ","우량기업부","7030","230","3.38","6800","7030","6600","145175","992408900","84184601500","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","8880","-150","-1.66","8800","9610","8800","4593","41123630","39343852320","4430614"
"352910","오비고","KOSDAQ","기술성장기업부","6500","110","1.72","6450","6540","6370","12049","77781060","82145713000","12637802"
"053980","오상자이엘","KOSDAQ","우량기업부","3570","-5","-0.14","3520","3580","3505","91274","323051850","67768535310","18982783"
"036220","오상헬스케어","KOSDAQ","벤처기업부","10930","-450","-3.95","11560","11560","10610","41459","460142900","158369316880","14489416"
"052420","오성첨단소재","KOSDAQ","중견기업부","1387","14","1.02","1362","1391","1336","1745073","2375568982","119719171304","86315192"
"039200","오스코텍","KOSDAQ","벤처기업부","23850","250","1.06","23200","24000","23150","219543","5186000500","912207072600","38247676"
"226400","오스테오닉","KOSDAQ","기술성장기업부","5130","-10","-0.19","5140","5200","4995","167487","853232125","105994013130","20661601"
"031510","오스템","KOSDAQ","중견기업부","1309","29","2.27","1280","1313","1271","42282","54933175","36652000000","28000000"
"368970","오에스피","KOSDAQ","벤처기업부","2865","-215","-6.98","3025","3050","2785","94862","275107525","26776748400","9346160"
"138080","오이솔루션","KOSDAQ","벤처기업부","10590","60","0.57","10530","10800","10200","10965","113921210","112509166050","10624095"
"080580","오킨스전자","KOSDAQ","우량기업부","5000","70","1.42","4885","5130","4885","63866","320980115","88396490000","17679298"
"067170","오텍","KOSDAQ","중견기업부","3575","75","2.14","3600","3600","3305","21233","71441880","55024987875","15391605"
"353590","오토앤","KOSDAQ","중견기업부","4095","-125","-2.96","4020","4170","3980","42026","170090505","52725459150","12875570"
"173130","오파스넷","KOSDAQ","우량기업부","8270","420","5.35","7860","8550","7360","880336","7065450310","107894331710","13046473"
"440320","오픈놀","KOSDAQ","기술성장기업부","4695","135","2.96","4525","4700","4355","36236","165399395","46034475000","9805000"
"049480","오픈베이스","KOSDAQ","우량기업부","2240","10","0.45","2240","2250","2215","136924","305534900","70386137920","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","10060","240","2.44","9790","10090","9580","153133","1512442310","220049995420","21873757"
"309930","오하임앤컴퍼니","KOSDAQ","중견기업부","2325","15","0.65","2325","2355","2285","24043","55809630","49501551750","21290990"
"005320","온타이드","KOSPI",,"421","36","9.35","385","424","385","567080","234850182","28345044637","67327897"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","4895","-95","-1.90","4970","4980","4800","11870","57707625","19722312335","4029073"
"226950","올릭스","KOSDAQ","기술성장기업부","21150","-650","-2.98","21650","22550","20750","331898","7125152100","364588416450","17238223"
"057540","옴니시스템","KOSDAQ","중견기업부","730","63","9.45","660","733","653","763226","534644311","44858029150","61449355"
"131030","옵투스제약","KOSDAQ","우량기업부","5450","190","3.61","5260","5480","5230","83261","445783180","88034732900","16153162"
"082210","옵트론텍","KOSDAQ","중견기업부","1715","-22","-1.27","1719","1727","1645","127115","212560424","56924890540","33192356"
"109080","옵티시스","KOSDAQ","벤처기업부","7060","220","3.22","6840","7180","6540","14800","103646690","39790160000","5636000"
"380540","옵티코어","KOSDAQ","벤처기업부","1317","28","2.17","1289","1387","1264","995044","1333973932","39219727932","29779596"
"153710","옵티팜","KOSDAQ","기술성장기업부","4630","-10","-0.22","4595","4690","4545","12004","55014035","67921905540","14669958"
"432430","와이랩","KOSDAQ","기술성장기업부","4570","90","2.01","4430","4630","4355","82606","366690200","75132262400","16440320"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","8500","-160","-1.85","8660","8720","8280","123210","1040972060","125540886000","14769516"
"122990","와이솔","KOSDAQ","우량기업부","5740","-10","-0.17","5750","5820","5600","65951","374669580","161793041340","28186941"
"232140","와이씨","KOSDAQ","우량기업부","10240","720","7.56","9490","10630","9490","2410002","24529236720","840144384000","82045350"
"112290","와이씨켐","KOSDAQ","기술성장기업부","13060","390","3.08","12400","13220","12400","112770","1447567830","132043717700","10110545"
"065530","와이어블","KOSDAQ","중견기업부","1323","6","0.46","1300","1335","1300","31773","41678946","69933780000","52860000"
"067900","와이엔텍","KOSDAQ","우량기업부","6210","370","6.34","5900","6270","5690","54862","322141180","113019882390","18199659"
"007530","와이엠","KOSDAQ","중견기업부","2385","-110","-4.41","2580","2580","2385","9898","23943475","45731068020","19174452"
"155650","와이엠씨","KOSDAQ","우량기업부","3600","145","4.20","3405","3730","3380","57466","202503080","70107688800","19474358"
"273640","와이엠텍","KOSDAQ","벤처기업부","10440","30","0.29","10310","10620","9820","57520","587203290","114485040000","10966000"
"251370","와이엠티","KOSDAQ","벤처기업부","8500","-80","-0.93","8580","8580","8290","13670","114496640","138672944000","16314464"
"066430","와이오엠","KOSDAQ","투자주의환기종목(소속부없음)","548","2","0.37","557","562","546","53188","29415542","21456104848","39153476"
"209640","와이제이링크","KOSDAQ","벤처기업부","12400","-1460","-10.53","13590","13680","12380","1361593","17590727330","176347505200","14221573"
"273060","와이즈버즈","KOSDAQ","중견기업부","820","26","3.27","788","820","780","151550","121266829","41376857240","50459582"
"019210","와이지-원","KOSDAQ","우량기업부","5070","100","2.01","4945","5120","4945","83702","419757550","170219262330","33573819"
"122870","와이지엔터테인먼트","KOSDAQ GLOBAL","우량기업부","45400","400","0.89","45000","45650","43250","312987","13976721650","848573624600","18691049"
"011690","와이투솔루션","KOSPI",,"2395","20","0.84","2310","2415","2255","138349","320563425","87595673630","36574394"
"332570","와이팜","KOSDAQ","벤처기업부","2225","35","1.60","2150","2230","2115","80640","176198675","93970316250","42233850"
"079000","와토스코리아","KOSDAQ","중견기업부","5110","-180","-3.40","5180","5290","5050","8705","44359920","36792000000","7200000"
"403490","우듬지팜","KOSDAQ","벤처기업부","1802","72","4.16","1707","1860","1701","406344","725945245","81472860128","45212464"
"316140","우리금융지주","KOSPI",,"15890","10","0.06","16090","16220","15890","2222015","35616649390","11799778950890","742591501"
"032820","우리기술","KOSDAQ","우량기업부","2170","-75","-3.34","2225","2240","2155","3813702","8314578360","344724134160","158859048"
"041190","우리기술투자","KOSDAQ","우량기업부","9990","-220","-2.15","9560","10260","9560","5654083","56046168940","839160000000","84000000"
"115440","우리넷","KOSDAQ","벤처기업부","7050","-680","-8.80","7300","7440","6770","539842","3822494320","75817384950","10754239"
"046970","우리로","KOSDAQ","벤처기업부","1287","-18","-1.38","1305","1310","1215","2790176","3505176745","56402773713","43824999"
"082850","우리바이오","KOSDAQ","우량기업부","2695","45","1.70","2610","2705","2580","1901927","5021919220","130590477710","48456578"
"215360","우리산업","KOSDAQ","벤처기업부","10780","-20","-0.19","10730","10780","10400","32391","341915130","98444717140","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","2600","5","0.19","2595","2620","2550","16442","42502335","49107086600","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1330","24","1.84","1294","1330","1284","128021","166299744","92086065190","69237643"
"037400","우리엔터프라이즈","KOSDAQ","우량기업부","1229","-38","-3.00","1264","1264","1206","51845","63287996","32228492234","26223346"
"153490","우리이앤엘","KOSDAQ","우량기업부","704","-8","-1.12","712","716","685","244135","171007291","36241920000","51480000"
"101170","우림피티에스","KOSDAQ","우량기업부","5190","120","2.37","5000","5390","4815","202204","1032191175","70065000000","13500000"
"006980","우성","KOSPI",,"15510","-480","-3.00","15990","16000","15510","2591","40616890","47925900000","3090000"
"066590","우수AMS","KOSDAQ","중견기업부","3000","130","4.53","2840","3015","2775","273738","788901175","117219312000","39073104"
"017370","우신시스템","KOSPI",,"7230","-10","-0.14","7340","7340","6670","132728","921713790","132410610420","18314054"
"103840","우양","KOSDAQ","중견기업부","3160","-60","-1.86","3190","3195","3070","114522","358089310","51717912480","16366428"
"046940","우원개발","KOSDAQ","중견기업부","2465","40","1.65","2425","2495","2370","211674","514426975","44553272750","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","1869","-45","-2.35","1964","1964","1753","203585","371942420","29678927544","15879576"
"065680","우주일렉트로","KOSDAQ","우량기업부","12260","-1400","-10.25","13710","13710","12260","157501","1989189920","116837800000","9530000"
"105840","우진","KOSPI",,"7910","-110","-1.37","7940","7970","7750","128901","1010173540","160759786740","20323614"
"018620","우진비앤지","KOSDAQ","중견기업부","930","1","0.11","920","940","899","89919","82217515","26867042490","28889293"
"010400","우진아이엔에스","KOSPI",,"3040","-100","-3.18","3150","3240","3000","5128","15761105","23170880000","7622000"
"457550","우진엔텍","KOSDAQ","중견기업부","21250","-850","-3.85","21800","21800","20900","408803","8715089250","197015953750","9271339"
"049800","우진플라임","KOSPI",,"2180","20","0.93","2160","2205","2145","13687","29741670","43600000000","20000000"
"016880","웅진","KOSPI",,"835","16","1.95","811","843","808","128258","105792258","66739111800","79927080"
"095720","웅진씽크빅","KOSPI",,"1669","14","0.85","1638","1673","1621","80287","131752979","192779488965","115505985"
"396470","워트","KOSDAQ","중견기업부","7210","360","5.26","6750","7300","6750","216392","1536127440","116225200000","16120000"
"005820","원림","KOSPI",,"14150","-110","-0.77","14190","14310","14050","1114","15820880","32516275500","2297970"
"307280","원바이오젠","KOSDAQ","벤처기업부","1238","7","0.57","1231","1242","1195","51880","63246115","45755258094","36959013"
"032940","원익","KOSDAQ","우량기업부","3380","-70","-2.03","3420","3760","3360","1500802","5315039045","61493117400","18193230"
"240810","원익IPS","KOSDAQ GLOBAL","우량기업부","22800","150","0.66","22200","23100","22200","334466","7603986450","1119112942800","49083901"
"074600","원익QnC","KOSDAQ GLOBAL","우량기업부","20300","1300","6.84","18770","20300","18770","347624","6839484340","533646400000","26288000"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","18130","480","2.72","17360","18190","17320","107187","1914948000","228583040000","12608000"
"014190","원익큐브","KOSDAQ","우량기업부","1548","57","3.82","1482","1555","1480","150584","228010001","54799054488","35399906"
"217820","원익피앤이","KOSDAQ","우량기업부","2380","-60","-2.46","2400","2475","2305","192757","450768080","112941850420","47454559"
"030530","원익홀딩스","KOSDAQ","우량기업부","2605","315","13.76","2295","2945","2295","20871448","57223150065","201204940505","77237981"
"012620","원일특강","KOSDAQ","우량기업부","7260","190","2.69","7070","7500","7070","11102","80820400","31944000000","4400000"
"382840","원준","KOSDAQ","중견기업부","10800","-670","-5.84","11020","11170","10540","266090","2876558140","164933074800","15271581"
"336570","원텍","KOSDAQ","기술성장기업부","4845","45","0.94","4715","4880","4580","858269","4051048865","432855299055","89340619"
"376980","원티드랩","KOSDAQ","기술성장기업부","4040","-105","-2.53","4105","4150","3980","32246","130605205","39410175760","9754994"
"122830","원포유","KONEX","일반기업부","1272","22","1.76","1300","1300","1162","10544","12397720","41660524920","32751985"
"008370","원풍","KOSDAQ","우량기업부","4910","50","1.03","4850","4915","4840","15162","74123860","58920000000","12000000"
"008290","원풍물산","KOSDAQ","중견기업부","523","-1","-0.19","519","539","512","43385","22704453","21282794117","40693679"
"101160","월덱스","KOSDAQ","우량기업부","17020","320","1.92","16700","17220","16500","161187","2726288880","281017100860","16510993"
